	mouse01	mouse02	mouse03	mouse04	mouse05	mouse06	mouse07	mouse08	mouse09	mouse10	mouse11	mouse12	mouse13	mouse14	mouse15	mouse16	mouse17	mouse18	mouse19	mouse20	mouse21	mouse22	mouse23	mouse24	mouse25	mouse26	mouse27	mouse28	mouse29	mouse30	mouse31	mouse32	mouse33	mouse34	mouse35	mouse36	mouse37	mouse38	mouse39	mouse40	mouse41	mouse42	mouse43	mouse44	mouse45	mouse46	mouse48
ASV_540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_541	1	0	1	0	4	0	6	1	4	2	3	2	1	1	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_542	0	0	2	0	0	2	0	0	1	0	0	0	3	7	0	8	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0
ASV_543	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	2	3	0	0	0	2	0	0	1	0	1	2	0	1	0	1	1	2	0	1	2	2	0	2	1	0	0	0
ASV_544	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	4	0	0	0	1	0	0	1	0	1	0	3	2	0	1	0	2	1	2	3	1	0	1	0	0	2	0
ASV_545	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	5	1	2	3	1	1	2	1	0	0	0	0	1	4	1	0	1	0	0	0	0
ASV_546	0	3	0	1	0	1	0	1	0	0	0	3	1	2	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0	3	1	0	0	0	0	2	3	2	0	0	1	0	0
ASV_547	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	6	6	2	0	0	0	1	0	0	1	0	1	0	5	0	2	0	0
ASV_548	2	2	0	2	0	2	1	0	1	1	0	0	1	2	3	1	0	0	0	0	1	2	2	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0
ASV_549	4	0	0	1	1	1	1	0	3	3	2	0	1	0	1	0	0	2	0	1	1	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ASV_550	1	3	3	0	7	0	2	1	2	0	1	1	2	0	0	0	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_551	2	0	4	0	0	2	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	2	0	0
ASV_552	0	1	0	0	0	1	0	0	1	1	0	1	1	3	0	0	0	0	0	0	0	1	1	0	1	0	1	0	2	2	0	0	4	0	1	1	0	1	1	0	0	0	0	3	1	1	0
ASV_553	1	4	2	0	0	0	0	0	0	1	1	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ASV_554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV_555	3	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	2	0	1	0	0	1	5	0	0	0	1	0	0	0	0	3	3	0	1	0	0	0	0
ASV_556	0	3	2	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	3	0	0	1	0	1	2	2	0	0	0	0	2	0	1	1	0	0
ASV_557	2	3	1	0	2	0	0	2	0	0	7	0	1	1	2	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	2	0	0	0	5	1	6	2	0	0	0	1	1	0	0	2	0	1	1	0
ASV_559	0	1	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	2	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	4	0	1	2
ASV_560	0	2	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	6	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0
ASV_561	2	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	0	1	3	2	2	0	0	0	1	2	2	0	0	2	0	0	0
ASV_562	0	0	1	0	1	0	1	0	1	0	0	0	0	5	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	1	1	0	0	0	1	1	0	2	1	1	0	0	0
ASV_563	1	4	0	2	3	1	4	2	2	0	0	2	0	0	0	1	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_564	0	1	0	1	0	1	0	0	4	0	5	0	1	0	0	0	0	0	0	2	4	3	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_565	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	2	2	0	0	4	2	0	1	0	3	0	0	0	3	0	0	2	0
ASV_566	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	9	0	1	0	2	2	0	0	3	0	3	1	0
ASV_567	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1
ASV_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	11	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ASV_569	0	1	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	11	0	0	1	0	0	0	0	2	0	0	0	0	0	1
ASV_570	2	0	0	3	0	0	0	2	2	1	1	0	3	0	0	5	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_571	1	3	0	5	4	0	1	2	2	0	2	0	1	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_572	1	1	0	2	9	3	0	3	3	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_573	1	1	0	0	1	0	3	2	1	3	1	1	0	0	1	2	0	5	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_574	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2	3	0	1	3	0	3	0	0	0	0	2	1	0
ASV_575	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	5	0	0	1	1	0	0	0	0	5	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0
ASV_576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	4	0	0	5	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0
ASV_577	0	0	0	0	1	3	0	3	2	3	0	0	3	0	1	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	4	5	0	0	2	0	5	1	0	0	0	2	0	0
ASV_579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	0	2	1	0	4	3	1	2	1	3	1	0
ASV_580	0	1	0	0	0	3	0	0	2	1	0	0	0	2	0	2	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0
ASV_581	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	1	1	2	1	1	1	0	0	0	2	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	1	0	0
ASV_582	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	2	0	0	4	0	1	1	0	0	0	0	1	0	0	1	0	0	2
ASV_583	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	0	7	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0
ASV_584	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	0	2	4	0	0	0	2	4	1	0	0	0	1	1	0
ASV_585	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	1	1	0	2	4	1	0	1	1	1	0	1	0	1	2	0	0	0	0
ASV_586	2	3	2	0	0	0	2	2	1	0	1	0	0	1	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
ASV_587	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	2	1	0	1	2	0	1	0	3	0	1	0	0	0
ASV_588	1	0	1	0	0	0	2	1	6	0	4	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ASV_589	1	1	2	0	1	0	1	1	1	0	2	2	2	2	1	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	3	4	3	0	1	0	1	1	0	1	1	0	1	3	0
ASV_591	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	2	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_592	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	9	0	0	0
ASV_593	0	1	1	0	0	0	0	0	1	0	0	0	1	1	2	0	1	0	1	1	0	5	2	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_594	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	0	1	3	4	0	0
ASV_595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	3	0	0	0	0	1	1	0	3	0	2	1	0	1	1	0	0	1	2	0	2	0	0
ASV_596	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	2	0	1	1	0	0	0	0	3	1	2	0	2	0	1	0	0
ASV_597	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	11	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_598	0	1	3	0	1	0	0	1	0	1	4	0	0	1	1	0	0	0	1	2	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_599	0	0	0	0	2	0	0	1	1	0	0	0	1	2	2	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	4	1	1	1	0	2	0	0	0	0	0	1	0	0	0
ASV_600	0	1	0	0	3	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	2	1	1	3	0	0	1	0	0	0
ASV_601	1	0	0	0	1	1	1	0	1	0	1	0	0	0	3	2	0	2	0	0	1	2	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
ASV_602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	1	0	5	1	1	0	2	0	4	0	1
ASV_603	0	0	4	0	1	0	0	1	1	0	5	0	1	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ASV_604	0	1	1	1	2	1	0	2	0	2	1	0	0	0	0	1	0	0	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_605	0	2	1	2	1	1	0	1	1	2	5	1	1	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_606	0	0	1	2	5	1	1	2	1	0	5	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_607	3	0	4	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	1	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	4	1	0	3	2	0	1	0	1	2	0	2	1	0	0	0	0
ASV_609	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	2	1	1	0	1	0	3	1	2	0	1	0	3	0	0
ASV_610	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	3	0	3	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	2
ASV_611	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	6	0	0	2	0	0	0	2	2	0	0	0	1	0	0	2	0
ASV_612	0	1	0	0	0	0	0	1	1	0	1	0	0	0	4	0	0	0	1	0	0	1	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	2	0	0	0
ASV_613	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	1	0	0	3	1	0	0	0
ASV_614	0	3	4	0	1	0	0	3	0	0	2	0	2	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	3	0	0	0	1	0	1	0	5	1	3	2	0
ASV_616	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	2	0	3	1	2	0	1	2	0
ASV_617	0	0	0	0	1	1	0	1	2	1	0	0	1	0	0	0	2	1	0	0	0	0	0	1	2	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ASV_618	0	1	1	4	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
ASV_619	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1
ASV_620	0	0	3	1	2	0	0	4	4	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_621	1	1	3	1	0	0	3	3	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_622	1	1	0	1	3	0	6	1	2	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_623	0	2	6	3	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_624	0	0	16	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_625	0	1	0	0	0	2	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0
ASV_626	1	1	2	1	0	0	0	3	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
ASV_627	0	0	0	1	1	1	0	1	0	0	2	0	4	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_628	0	0	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	4	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_629	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	2	0	3	2	0	0	1	0	1	1	0	1	1	0	0	1	0
ASV_630	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1	1	0	0	0	1	0	0	0	2	2	0	1	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0
ASV_631	1	0	0	0	0	0	1	0	1	0	0	1	0	0	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	3	1	0	0
ASV_632	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0
ASV_633	1	2	2	0	0	2	5	3	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_634	0	3	0	0	0	0	0	4	3	1	0	0	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_635	0	0	1	0	0	3	5	2	0	3	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_636	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	1	0	0	0	0	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
ASV_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	1	1	3	0	0	1	1	0	1	0	3	0	2	0	0
ASV_638	1	0	0	0	1	0	0	2	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ASV_639	2	0	1	0	0	0	1	3	1	1	2	0	0	1	0	0	2	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	2	1	0	0	0	1	3	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0
ASV_641	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0
ASV_642	1	1	0	0	0	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ASV_643	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	4	3	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_644	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	3	1	1	1	1
ASV_645	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	4	0	2	1	1	0	0
ASV_646	3	0	0	0	0	0	1	0	7	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_647	1	1	5	0	0	0	0	4	1	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_648	3	0	0	0	1	0	0	0	1	2	4	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_649	1	0	0	1	1	0	1	0	1	0	0	0	4	0	1	0	0	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_650	0	1	0	0	1	1	1	0	2	1	6	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_651	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	1	0	1
ASV_652	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	4	0	0	0	1	2	0	0	0	0	1	0	1
ASV_654	3	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	2	0	2	2	1	1	0	0	0	1	0	0	3	0	0	0	0
ASV_657	3	0	0	1	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_658	1	1	0	0	0	0	0	2	1	1	1	0	0	0	0	3	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_659	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	2	0	0
ASV_660	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV_661	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	1	1	0	1	0
ASV_662	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	2	0	0	0	4	1	0	0	0
ASV_663	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
ASV_665	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	2	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_666	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0
ASV_667	2	1	1	0	0	1	2	1	4	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_668	4	2	1	0	0	0	4	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_669	2	0	3	0	2	0	2	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_670	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
ASV_671	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ASV_672	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_673	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	2	2	0	2	0	0	0	0	2	0	0	1	0	0	0	0
ASV_674	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0
ASV_675	0	0	0	0	1	0	0	1	0	1	1	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
ASV_676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	3	0	0	0	0	0	0	0	2	0	0	0
